system:index,B11,B12,B2,B3,B4,B8,MNDWI,NDBI,NDVI,NDWI,label,rand,.geo
0,0.032250002,0.0246,0.05615,0.09505,0.0859,0.051,0.4856148,-0.21272893,-0.26879746,0.31306913,0,0.7033737434626602,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,0.01845,0.0138,0.0278,0.0406,0.04255,0.030949999,0.38277072,-0.204004,-0.19040574,0.18058343,0,0.938264581606741,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0.1315,0.08435,0.04305,0.0798,0.06625,0.2048,-0.25246865,-0.2189952,0.50549895,-0.4587236,0,0.9852306691988195,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.0387,0.02835,0.0515,0.0788,0.0616,0.05085,0.2890853,-0.08874171,-0.10917731,0.20457637,0,0.012895218142638165,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0.0935,0.0516,0.0458,0.0734,0.0516,0.1286,-0.12280702,-0.17494199,0.40775558,-0.2479379,0,0.45922580676201785,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0.02165,0.0151,0.034,0.051700003,0.0516,0.03575,0.43368834,-0.24503714,-0.16183454,0.1742013,0,0.38611755696185635,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0.0248,0.0193,0.0522,0.0827,0.0778,0.0492,0.5296167,-0.3067729,-0.19692308,0.24531835,0,0.09739362421284314,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,0.02395,0.0193,0.0356,0.06665,0.06,0.0284,0.4537954,-0.07005719,-0.33906147,0.37918416,0,0.6983418315610592,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.12155,0.06445,0.0317,0.053499997,0.0453,0.2493,-0.38050765,-0.3332626,0.67479616,-0.6152096,0,0.18615209363296914,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.0135,0.0127,0.0227,0.0374,0.0273,0.0051,0.38014528,0.3990148,-0.54545456,0.6865672,0,0.17257682263765695,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.01895,0.0153,0.02375,0.038850002,0.03985,0.01935,0.33126238,0.010371346,-0.3555387,0.33191735,0,0.6228102079040915,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.1891,0.0957,0.0337,0.0708,0.0415,0.417,-0.45624337,-0.36827597,0.81868,-0.70951116,0,0.9729462630708561,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.2366,0.15875,0.0606,0.1046,0.1032,0.2587,-0.36771595,-0.03744787,0.41245773,-0.44433537,0,0.9581288642338109,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.0267,0.0186,0.0424,0.069,0.0626,0.0487,0.41674688,-0.2843723,-0.12941176,0.17462684,0,0.9786051590054886,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.02005,0.0185,0.0371,0.0667,0.0437,0.0137,0.4793774,0.19147941,-0.5128799,0.66079104,0,0.1428835095345835,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.016849998,0.01375,0.0244,0.0399,0.0402,0.02235,0.37187254,-0.09191174,-0.25871298,0.25238097,0,0.3378733491661977,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.0211,0.018,0.03945,0.0678,0.0506,0.01355,0.4918182,0.20584191,-0.49921182,0.5981345,0,0.08508971357328632,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.0175,0.0139,0.02715,0.04045,0.03825,0.0384,0.43397418,-0.3723769,-0.0281124,0.045112386,0,0.06465980623605094,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.023,0.0171,0.0327,0.061350003,0.0531,0.01885,0.46269286,0.13149896,-0.42894915,0.498086,0,0.8972057742182633,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.01935,0.01685,0.0273,0.04205,0.0448,0.0205,0.35917994,0.031446155,-0.36975312,0.33234987,0,0.5656712954931712,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.0214,0.0145,0.0355,0.061350003,0.05605,0.0322,0.48618,-0.2146801,-0.25865403,0.31668165,0,0.4096302638563992,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.0187,0.01365,0.0681,0.103300005,0.08395,0.05275,0.672648,-0.44325235,-0.20885825,0.23071563,0,0.861312079863435,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.019949999,0.0178,0.0379,0.066599995,0.04195,0.012800001,0.5135057,0.12373136,-0.5406317,0.6598903,0,0.027697644734540616,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.0148,0.0126,0.0257,0.0392,0.0319,0.0065,0.43204868,0.28619528,-0.67785233,0.7217391,0,0.3367742943422476,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.073750004,0.0436,0.0429,0.0683,0.05375,0.169,-0.060417175,-0.40045998,0.52891123,-0.41722742,0,0.539307163432989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.0878,0.0547,0.0306,0.0479,0.0432,0.1688,-0.27944967,-0.3348234,0.57428217,-0.5607724,0,0.944013266814115,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.0174,0.0147,0.0326,0.0553,0.0538,0.02935,0.51382256,-0.18205844,-0.28491142,0.3500812,0,0.36079348750967377,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.0172,0.01445,0.02385,0.0394,0.03645,0.0279,0.37584132,-0.23553324,-0.190724,0.15368402,0,0.49423192580977027,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.02995,0.0214,0.02655,0.0362,0.0404,0.0275,0.15149261,-0.0014662731,-0.16185322,0.1115884,0,0.24369764121193982,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.01795,0.0152,0.02615,0.039499998,0.0425,0.02315,0.32132298,0.005339338,-0.31192553,0.30216196,0,0.9914964084511875,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.2446,0.1723,0.1051,0.1329,0.1437,0.3612,-0.29749936,-0.18029305,0.4230098,-0.4498599,0,0.3330763890713807,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.01945,0.01675,0.0377,0.0721,0.04535,0.01465,0.4905765,0.12358584,-0.5125926,0.6820496,0,0.43886429371453706,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.0236,0.0188,0.0193,0.0357,0.0277,0.0243,0.17260274,-0.020952381,-0.077922076,0.20164609,0,0.9313334884251933,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.0236,0.0188,0.0192,0.0324,0.0275,0.0222,0.1388401,-0.0035587128,-0.0451613,0.12871288,0,0.4131050648561275,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.085250005,0.04595,0.0232,0.0401,0.0389,0.0621,-0.3526361,0.15554011,0.20603746,-0.15461569,0,0.5571908535375548,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.14815,0.08835,0.0341,0.0586,0.0495,0.24235,-0.43310547,-0.23492587,0.6513887,-0.60519165,0,0.7061317088697231,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.018550001,0.01555,0.03385,0.06415,0.0518,0.01655,0.55856895,0.15824915,-0.47136647,0.5361593,0,0.6682489348180495,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.02255,0.0197,0.03485,0.0668,0.0383,0.0162,0.41107365,0.17922994,-0.4611206,0.6085245,0,0.8795574060548278,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,0.14015001,0.08435,0.0314,0.058849998,0.04755,0.15904999,-0.40380844,-0.05343255,0.53909403,-0.4609426,0,0.18063448214512534,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,0.026050001,0.0201,0.04425,0.0825,0.05525,0.02235,0.38720292,0.04303004,-0.37184677,0.51061875,0,0.44521545878407975,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0.0212,0.0187,0.0251,0.0323,0.0281,0.0156,0.2525641,0.14669651,-0.22302157,0.30462518,0,0.3774829524878637,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0.1494,0.0905,0.048,0.0924,0.0791,0.2306,-0.2256165,-0.16715541,0.4848,-0.3922588,0,0.6108650937617112,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0.01785,0.0137,0.03045,0.04405,0.0396,0.038850002,0.44951186,-0.34479728,0.036934905,0.008486821,0,0.7702649405757249,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0.0312,0.02375,0.03875,0.0779,0.0504,0.029550001,0.3410654,0.07083636,-0.32379338,0.44187805,0,0.8024733425389016,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.0149,0.0132,0.0209,0.03275,0.0266,0.037699997,0.41485965,-0.3344769,0.16636315,-0.04185733,0,0.06827872457171003,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0.013,0.0109,0.03585,0.0572,0.04715,0.012949999,0.62653816,0.09642065,-0.5292974,0.59538686,0,0.4814998973882235,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.12275,0.0623,0.0302,0.0568,0.04125,0.2607,-0.33920208,-0.34980538,0.70847416,-0.63373154,0,0.4669449033822236,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.1243,0.0624,0.0349,0.07165,0.0438,0.35799998,-0.2755495,-0.48070836,0.7723788,-0.6814906,0,0.7624759818336949,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.11785,0.07225,0.0359,0.05845,0.05575,0.15450001,-0.34667802,-0.11562996,0.45667446,-0.43835536,0,0.9804122248306516,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.0144,0.0136,0.02875,0.042549998,0.02965,0.01045,0.47399598,0.1962404,-0.4606797,0.58668476,0,0.16497105535915146,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0.152,0.1012,0.0368,0.0616,0.056,0.2054,-0.43278405,-0.15195073,0.5653951,-0.5385768,0,0.06098098487645032,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0.01835,0.013,0.0233,0.033650003,0.0294,0.02795,0.24194863,-0.19723515,0.045910593,0.026991898,0,0.01907356905209212,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,0.0277,0.02035,0.03715,0.07515,0.04895,0.022950001,0.35889244,0.08199182,-0.36767915,0.51957256,0,0.10475773194747307,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.0353,0.0261,0.0278,0.0425,0.0447,0.0303,0.17152107,0.069105685,-0.19703703,0.1836007,0,0.7226632842982847,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0.0477,0.0346,0.0692,0.1188,0.0832,0.0469,0.41484717,0.032423217,-0.27407408,0.43270302,0,0.5900632181707273,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,0.028,0.0191,0.0361,0.0552,0.0489,0.0438,0.3055424,-0.25714287,-0.11581919,0.14990515,0,0.7601414224882119,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,0.1321,0.0799,0.037,0.0566,0.0501,0.1013,-0.39393938,0.11512415,0.34358972,-0.2718142,0,0.6852112256789551,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,0.0354,0.02205,0.0248,0.0404,0.0417,0.03015,0.0823796,0.10127134,-0.14999548,0.13804175,0,0.5546340540585805,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.0193,0.0152,0.0195,0.0349,0.0359,0.0292,0.3131313,-0.18393235,-0.101639345,0.075862065,0,0.055666666503525586,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0.0629,0.04335,0.05035,0.0978,0.0634,0.04035,0.22078937,0.19706646,-0.19553617,0.37709317,0,0.5037023662570984,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,0.021249998,0.0204,0.03535,0.0695,0.04065,0.01165,0.4563184,0.22247756,-0.5571772,0.68738216,0,0.4215463664728969,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,0.01585,0.01355,0.03675,0.07265,0.0583,0.0121,0.6627754,0.18799792,-0.6399623,0.6967248,0,0.9479197358831052,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,0.1095,0.0598,0.0417,0.068,0.0538,0.1902,-0.22844347,-0.26540127,0.5550528,-0.46969107,0,0.009675883838775379,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,0.0999,0.0533,0.0459,0.0672,0.0581,0.0479,-0.18950248,0.31049004,-0.07516767,0.107139304,0,0.6021322502149903,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,0.03525,0.0215,0.0219,0.036349997,0.03685,0.039449997,0.019754315,-0.07399713,0.03162742,-0.034969985,0,0.7302459685518381,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,0.01395,0.01355,0.0361,0.0664,0.0544,0.011299999,0.65687037,0.14607717,-0.6162193,0.68021804,0,0.2537284533145254,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,0.0821,0.0482,0.0457,0.0817,0.0612,0.2864,-0.019726854,-0.5456369,0.643144,-0.5556123,0,0.6501494642002048,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,0.020599999,0.0148,0.0468,0.06895,0.0746,0.043899998,0.547429,-0.3811045,-0.23950766,0.19933058,0,0.8538028944996916,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,0.01695,0.0149,0.025,0.03955,0.0398,0.0269,0.4127904,-0.22798291,-0.18060698,0.16376285,0,0.2929300908518432,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,0.03435,0.0249,0.0724,0.1228,0.08905,0.04085,0.5592476,-0.055395022,-0.33889407,0.50009346,0,0.5906504452838724,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,0.0602,0.0342,0.025,0.0417,0.0402,0.0655,-0.1725616,-0.02111025,0.20553361,-0.21996304,0,0.41673485147405886,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,0.2074,0.1272,0.0348,0.0658,0.0524,0.2302,-0.52556086,-0.04509281,0.6138614,-0.53363913,0,0.2889476855486355,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,0.0301,0.0233,0.0733,0.1222,0.0915,0.0419,0.59435177,-0.097142905,-0.37181407,0.47982618,0,0.396511829472285,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,0.0147,0.0137,0.0256,0.0394,0.0292,0.0094,0.40425533,0.3476923,-0.5026834,0.6356877,0,0.5723021702907256,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,0.0462,0.027,0.026,0.03745,0.032,0.0416,-0.12698594,0.09163865,0.0987677,-0.008739776,0,0.9334681928807186,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,0.047849998,0.03255,0.0435,0.0614,0.0465,0.03675,0.14089145,0.16610809,-0.089962825,0.2362656,0,0.7302558031167077,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,0.0248,0.0193,0.0553,0.0858,0.0812,0.054,0.548495,-0.36454853,-0.18658894,0.21037464,0,0.43254199883498023,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,0.0209,0.01695,0.0362,0.074650005,0.04355,0.01475,0.44682884,0.15702546,-0.48986027,0.6742412,0,0.7197163775404921,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,0.02425,0.01955,0.03615,0.0695,0.04135,0.01135,0.4611063,0.14719151,-0.5796187,0.70691335,0,0.7847679354952475,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,0.1334,0.0765,0.0356,0.0606,0.0528,0.128,-0.35491332,-0.008437387,0.4188482,-0.33333334,0,0.3602749178016572,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,0.059,0.0367,0.055,0.0826,0.0561,0.0384,0.16655867,0.20000003,-0.15547858,0.34963325,0,0.520666943569116,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,0.0514,0.0357,0.035,0.0714,0.0453,0.0309,0.12868218,0.2950076,-0.18897638,0.39406487,0,0.4368257941494115,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,0.025150001,0.0208,0.0332,0.0616,0.03865,0.017700002,0.33957842,0.17395236,-0.37006047,0.5841803,0,0.3209482305465998,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,0.0295,0.02035,0.02315,0.03505,0.039,0.039350003,0.0972434,-0.12456638,0.01746708,-0.055548884,0,0.559214134358035,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,0.11065,0.0577,0.033,0.068450004,0.04495,0.3242,-0.24438238,-0.48046467,0.75513846,-0.6563335,0,0.7981024621451076,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,0.0178,0.01305,0.027,0.03895,0.0374,0.030450001,0.38900134,-0.29532993,-0.15153845,0.12048618,0,0.590452906012333,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,0.03035,0.01875,0.02485,0.045649998,0.04295,0.02355,0.22661066,0.032985434,-0.2538822,0.26919854,0,0.556787801653822,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,0.0365,0.0258,0.02,0.0308,0.0327,0.0345,-0.054886192,0.02205882,0.016200282,-0.018329946,0,0.8825890564178936,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,0.01715,0.01375,0.02835,0.04225,0.03895,0.04405,0.39988086,-0.43132275,0.0630445,-0.027383717,0,0.8746834255913807,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,0.0132,0.0127,0.0163,0.0287,0.0204,0.0148,0.3737024,-0.18266252,-0.103244826,0.33029613,0,0.805887204811465,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,0.0226,0.01925,0.0397,0.0731,0.0448,0.01915,0.4453055,0.08529489,-0.45454037,0.60737956,0,0.7021049844441146,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,0.1458,0.0801,0.0414,0.0684,0.0567,0.2176,-0.37000468,-0.19089901,0.57859534,-0.5128205,0,0.12117240358419734,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,0.0332,0.025,0.0418,0.0722,0.0444,0.0226,0.34701493,0.15063523,-0.3926074,0.5311203,0,0.7461257638071079,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,0.0208,0.0143,0.0248,0.04055,0.03705,0.0274,0.31629607,-0.1215298,-0.19754118,0.19854772,0,0.17977539117144448,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,0.03475,0.0201,0.0325,0.05115,0.04985,0.039800003,0.22824176,-0.047768775,-0.12323386,0.13927822,0,0.8943032473842686,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,0.0239,0.0157,0.0168,0.027,0.0268,0.0584,0.05956112,-0.34581497,0.331307,-0.2765637,0,0.6923588403118331,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,0.14385,0.09055,0.03425,0.05845,0.05375,0.0949,-0.4253128,0.18969296,0.29444888,-0.2453918,0,0.7916021296226268,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,0.0299,0.0231,0.0367,0.0704,0.04195,0.0229,0.3300973,0.19697519,-0.34738126,0.5384847,0,0.3080313946923633,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,0.02615,0.02145,0.04065,0.0779,0.04695,0.0159,0.44778904,0.1522544,-0.49880382,0.6654355,0,0.2016900965166859,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,0.1161,0.0694,0.0355,0.0555,0.0486,0.0788,-0.33333334,0.1479675,0.21223469,-0.15898056,0,0.5323905048813756,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,0.0423,0.034,0.0257,0.0504,0.0429,0.0328,0.07462687,0.1450677,-0.14285715,0.20440252,0,0.32765426661729236,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,0.04035,0.02645,0.0242,0.036399998,0.03775,0.0377,0.0035971066,0.018039776,0.007192691,-0.035522763,0,0.7559277119426675,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,0.01845,0.016,0.01895,0.028749999,0.0217,0.02355,0.18432704,-0.17312343,0.12688422,0.025353318,0,0.09664020285922414,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,0.0211,0.0164,0.0435,0.0722,0.065,0.0508,0.5090909,-0.38279933,-0.12170818,0.17136659,0,0.8374332337237744,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,0.0138,0.0129,0.0284,0.04405,0.03235,0.0023500002,0.485638,0.6546366,-0.8011471,0.87546176,0,0.8987123181853433,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,0.1882,0.1192,0.0639,0.0982,0.1227,0.271,-0.33014214,-0.17822085,0.3796066,-0.4803704,0,0.30113414348979706,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,0.03985,0.02765,0.07345,0.1252,0.094,0.0384,0.49691454,0.029767651,-0.3988217,0.52118945,0,0.4699176999048944,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,0.1369,0.0758,0.0332,0.0543,0.044,0.0834,-0.3981424,0.23465705,0.259164,-0.16478285,0,0.7433252810856761,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,0.060599998,0.044,0.0383,0.0478,0.04735,0.03295,-0.11738807,0.30063862,-0.17733638,0.18637355,0,0.30708515765468714,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,0.0205,0.0154,0.0231,0.0364,0.0359,0.0345,0.276808,-0.30465952,-0.0395257,0.029908946,0,0.21433937467304687,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,0.1286,0.07465,0.0302,0.0516,0.047,0.0679,-0.41068965,0.3276479,0.16218527,-0.117739536,0,0.371225015418456,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,0.022950001,0.01855,0.02635,0.041050002,0.0417,0.02145,0.30025625,-0.004504497,-0.33366033,0.28540516,0,0.9983577470828255,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,0.0232,0.01995,0.0298,0.05765,0.036,0.01365,0.42346326,0.20081462,-0.469523,0.6349712,0,0.5208745960396286,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,0.1072,0.0649,0.02985,0.042400002,0.0396,0.1067,-0.47268224,0.0063581252,0.4587668,-0.43156317,0,0.7596172194630628,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,0.016150001,0.0137,0.02955,0.04995,0.0457,0.024050001,0.497517,-0.16582559,-0.307305,0.30780852,0,0.8562043188338662,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,0.022300001,0.0205,0.03855,0.06925,0.0434,0.01585,0.45114,0.1541745,-0.5101693,0.6500381,0,0.5253742532781923,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,0.16085,0.0957,0.0359,0.06895,0.05325,0.2892,-0.40598086,-0.29618403,0.6862213,-0.6200677,0,0.04259370864346945,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,0.1202,0.06975,0.03255,0.04935,0.04265,0.1248,-0.43392965,-0.020916926,0.48988795,-0.44260946,0,0.2979016511699041,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,0.03435,0.0249,0.0724,0.1228,0.08905,0.04085,0.5592476,-0.055395022,-0.33889407,0.50009346,0,0.4209765753859227,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,0.0226,0.0157,0.022,0.0352,0.0353,0.0374,0.23623446,-0.28842106,-1.7828174E-8,-0.016949125,0,0.8944266718241753,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,0.027600002,0.019,0.035,0.0582,0.05125,0.03855,0.35173714,-0.16792187,-0.13865426,0.1759163,0,0.7656845644923924,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,0.025150001,0.0208,0.0336,0.0633,0.03925,0.01805,0.34630123,0.15965125,-0.41111168,0.5947345,0,0.6335458232027125,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,0.0371,0.0258,0.0288,0.0434,0.0345,0.049,0.056039825,-0.13145085,0.061755132,0.02374671,0,0.7314549766586699,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,0.041699998,0.02695,0.0332,0.05775,0.051,0.0419,0.10897296,0.0019474135,-0.07330347,0.13930154,0,0.8957837411127927,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,0.16545,0.10105,0.056,0.087050006,0.08225,0.26239997,-0.32785058,-0.17881349,0.50644934,-0.5061349,0,0.07830040807819638,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,0.01785,0.0137,0.02195,0.033749998,0.028,0.04595,0.34366223,-0.37467054,0.25055888,-0.16448453,0,0.27810584061955457,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,0.08575,0.04905,0.0405,0.06335,0.05315,0.1614,-0.13603392,-0.28813183,0.49414742,-0.3994439,0,0.25818429691988,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,0.0227,0.01865,0.03955,0.072500005,0.0453,0.018350001,0.45349795,0.083434045,-0.48087403,0.6254664,0,0.8000193503973124,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,0.09355,0.04975,0.0325,0.052699998,0.04535,0.1225,-0.25568116,-0.14988624,0.43196782,-0.38154286,0,0.4293458800606704,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,0.0342,0.0211,0.0398,0.0636,0.0601,0.0544,0.25033468,-0.23842196,-0.016393445,0.043598633,0,0.0997491008234257,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,0.019000001,0.0169,0.0232,0.0375,0.039,0.0261,0.3405996,-0.13182722,-0.23051822,0.1864465,0,0.7124143380922275,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,0.0181,0.0146,0.0329,0.0532,0.0485,0.0254,0.47726682,-0.2254405,-0.27811292,0.32965308,0,0.18179386740303793,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,0.0682,0.0435,0.0333,0.047650002,0.04355,0.1304,-0.20738754,-0.27609438,0.46031484,-0.40531382,0,0.5350711602091318,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,0.0264,0.0211,0.0562,0.1126,0.0804,0.1342,0.6220238,-0.6,0.17460318,-0.055946656,0,0.3585406960129899,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,0.02155,0.01925,0.0373,0.067499995,0.0415,0.0118,0.44418263,0.15100512,-0.56532353,0.6928132,0,0.12677066972110507,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,0.1764,0.1044,0.0376,0.0562,0.047,0.0936,-0.51891893,0.3392164,0.29961088,-0.21292023,0,0.1309708422089626,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,0.0126,0.01115,0.03115,0.05185,0.04185,0.009749999,0.6280042,0.20753722,-0.50862294,0.6243623,0,0.38270331695398985,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,0.0156,0.0147,0.0371,0.0695,0.0582,0.0087,0.6488731,0.28947368,-0.68245125,0.7526502,0,0.7347085061262935,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,0.044,0.0252,0.0231,0.0402,0.0385,0.0399,0.0015361244,0.038961,-0.009216573,0.015184356,0,0.4480078134316865,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,0.0183,0.0135,0.0682,0.0994,0.0815,0.0608,0.64624673,-0.44761905,-0.15048544,0.20907296,0,0.5171600596626031,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,0.14815,0.08835,0.0544,0.0814,0.08255,0.2727,-0.3189454,-0.28413662,0.5311388,-0.53983605,0,0.24411844157763662,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,0.15465,0.0838,0.04475,0.079799995,0.0638,0.3146,-0.32521597,-0.3217079,0.6618995,-0.5983751,0,0.21758957880858132,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,0.018,0.0147,0.0296,0.0502,0.0467,0.0282,0.4831693,-0.20551558,-0.2643709,0.2939872,0,0.2521363361243073,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,0.0183,0.01615,0.0236,0.0352,0.0278,0.0253,0.32651302,-0.21274404,0.097265534,0.046457626,0,0.8414501060309487,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,0.0707,0.0438,0.0204,0.0314,0.0284,0.0607,-0.37664616,0.124735735,0.27382755,-0.22740526,0,0.8946047508842614,"{""type"":""MultiPoint"",""coordinates"":[]}"
