system:index,B11,B12,B2,B3,B4,B8,MNDWI,NDBI,NDVI,NDWI,label,rand,.geo
1273,0.04395,0.0279,0.0722,0.1222,0.09035,0.03955,0.44396484,0.062291343,-0.37558684,0.49644,0,0.31099844690312306,"{""type"":""MultiPoint"",""coordinates"":[]}"
1274,0.0246,0.01855,0.027,0.04175,0.04425,0.020399999,0.27514538,0.06577918,-0.34299698,0.30732125,0,0.5243064688198509,"{""type"":""MultiPoint"",""coordinates"":[]}"
1275,0.0224,0.0183,0.024,0.0397,0.0422,0.0241,0.2702332,0.023880612,-0.29179332,0.2382353,0,0.11131708208369939,"{""type"":""MultiPoint"",""coordinates"":[]}"
1276,0.02,0.01495,0.035,0.0614,0.05575,0.0301,0.47994673,-0.17689364,-0.3075446,0.34702894,0,0.36877083112955156,"{""type"":""MultiPoint"",""coordinates"":[]}"
1277,0.01795,0.01405,0.03265,0.056,0.052,0.0268,0.4933431,-0.19248082,-0.29443926,0.3562807,0,0.6153247186065257,"{""type"":""MultiPoint"",""coordinates"":[]}"
1278,0.0197,0.0151,0.0263,0.0436,0.0437,0.0293,0.35760173,-0.18076283,-0.18267928,0.16531168,0,0.5659533652980776,"{""type"":""MultiPoint"",""coordinates"":[]}"
1279,0.06625,0.03835,0.0543,0.0933,0.08005,0.0678,0.18428622,-0.0247234,-0.09982014,0.16666146,0,0.452601886086227,"{""type"":""MultiPoint"",""coordinates"":[]}"
1280,0.013800001,0.01165,0.0327,0.05175,0.0411,0.01165,0.5848376,0.16277805,-0.49674386,0.56371975,0,0.8289096691050634,"{""type"":""MultiPoint"",""coordinates"":[]}"
1281,0.0618,0.039,0.0278,0.0432,0.0432,0.0752,-0.18808194,-0.10714288,0.26795363,-0.26705983,0,0.08468247178426558,"{""type"":""MultiPoint"",""coordinates"":[]}"
1282,0.0296,0.02465,0.0403,0.07655001,0.0445,0.01585,0.40948758,0.21958533,-0.45759127,0.65188205,0,0.21241866379352092,"{""type"":""MultiPoint"",""coordinates"":[]}"
1283,0.026349999,0.0242,0.0393,0.0677,0.04165,0.01825,0.34053302,0.15729702,-0.4249626,0.5710396,0,0.6534739147318318,"{""type"":""MultiPoint"",""coordinates"":[]}"
1284,0.18630001,0.14415,0.04475,0.068550006,0.0771,0.20745,-0.436484,-0.061375942,0.45557183,-0.514619,0,0.1411093274097024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1285,0.1758,0.1124,0.0554,0.093,0.0994,0.2722,-0.2780525,-0.20076849,0.45126706,-0.50632274,0,0.2606848832654769,"{""type"":""MultiPoint"",""coordinates"":[]}"
1286,0.1118,0.0703,0.046,0.0822,0.0718,0.1378,-0.12847364,-0.14356843,0.3816281,-0.26770929,0,0.5346388043427623,"{""type"":""MultiPoint"",""coordinates"":[]}"
1287,0.0163,0.0141,0.0354,0.0512,0.0355,0.0054,0.47517732,0.3901345,-0.66064984,0.7462888,0,0.07584133739942145,"{""type"":""MultiPoint"",""coordinates"":[]}"
1288,0.0167,0.0128,0.0286,0.0448,0.0354,0.0266,0.37313434,-0.20338981,-0.10289533,0.14101182,0,0.08323471582574593,"{""type"":""MultiPoint"",""coordinates"":[]}"
1289,0.01655,0.01475,0.02775,0.0447,0.0412,0.022950001,0.45571128,-0.122238256,-0.28940356,0.2806762,0,0.09610860899038709,"{""type"":""MultiPoint"",""coordinates"":[]}"
1290,0.18305,0.1252,0.05815,0.0958,0.0896,0.3098,-0.30641025,-0.25937337,0.56551284,-0.5283103,0,0.04292654642696214,"{""type"":""MultiPoint"",""coordinates"":[]}"
1291,0.0173,0.0146,0.02565,0.0416,0.0419,0.02685,0.4489487,-0.16541824,-0.24644567,0.26729253,0,0.189115621340334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1292,0.0252,0.0214,0.044,0.07925,0.05575,0.01035,0.50692207,0.3733101,-0.6288018,0.7200622,0,0.6071362483419815,"{""type"":""MultiPoint"",""coordinates"":[]}"
1293,0.1275,0.0728,0.0338,0.057,0.0487,0.1152,-0.36842108,0.051546372,0.38073584,-0.29802957,0,0.3281126112711339,"{""type"":""MultiPoint"",""coordinates"":[]}"
1294,0.0338,0.02305,0.03695,0.053,0.05095,0.0749,0.17093177,-0.344811,0.1746575,-0.15652873,0,0.13112290164356122,"{""type"":""MultiPoint"",""coordinates"":[]}"
1295,0.107099995,0.0599,0.03645,0.0624,0.04665,0.21895,-0.2659356,-0.34549937,0.6373824,-0.5449354,0,0.5944406876535813,"{""type"":""MultiPoint"",""coordinates"":[]}"
1296,0.0233,0.0156,0.02695,0.0385,0.0378,0.043700002,0.24657065,-0.31570512,0.031891342,-0.04352567,0,0.8707786949671285,"{""type"":""MultiPoint"",""coordinates"":[]}"
1297,0.105399996,0.0708,0.04865,0.083399996,0.07925,0.22299999,-0.1381432,-0.32022,0.41451553,-0.42798772,0,0.11084603398638415,"{""type"":""MultiPoint"",""coordinates"":[]}"
1298,0.01795,0.0158,0.01665,0.030749999,0.02345,0.0208,0.22033001,-0.11968394,0.10185381,0.04952491,0,0.5532084656833345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1299,0.0227,0.0169,0.0388,0.0592,0.0567,0.0443,0.43863913,-0.30258718,-0.11231885,0.121787734,0,0.6276497684718542,"{""type"":""MultiPoint"",""coordinates"":[]}"
1300,0.01735,0.0134,0.024,0.03965,0.03695,0.0283,0.4091221,-0.31063965,-0.17718554,0.15655565,0,0.059223792967327604,"{""type"":""MultiPoint"",""coordinates"":[]}"
1301,0.32495,0.2595,0.1039,0.1361,0.159,0.33235002,-0.416703,-0.0033575671,0.34107128,-0.4121572,0,0.42795742160605,"{""type"":""MultiPoint"",""coordinates"":[]}"
1302,0.014,0.0132,0.0216,0.0342,0.0255,0.0158,0.38072667,-0.050000023,-0.1612903,0.2626506,0,0.9414087994544644,"{""type"":""MultiPoint"",""coordinates"":[]}"
1303,0.0863,0.0487,0.0248,0.0431,0.0403,0.0926,-0.33905578,-0.026521083,0.36324167,-0.31532747,0,0.48762106720990395,"{""type"":""MultiPoint"",""coordinates"":[]}"
1304,0.03185,0.0207,0.05245,0.0939,0.0831,0.0419,0.4817324,-0.15853928,-0.30674624,0.36019853,0,0.30924336271833575,"{""type"":""MultiPoint"",""coordinates"":[]}"
1305,0.1049,0.055,0.029,0.0447,0.0405,0.0957,-0.3812858,0.041785374,0.35941765,-0.32963988,0,0.8153618818867238,"{""type"":""MultiPoint"",""coordinates"":[]}"
1306,0.019450001,0.0152,0.04115,0.058849998,0.0535,0.027350001,0.48035362,-0.20400664,-0.26787648,0.32661524,0,0.14736623912224067,"{""type"":""MultiPoint"",""coordinates"":[]}"
1307,0.2971,0.1907,0.0783,0.1182,0.1316,0.3292,-0.45928854,-0.029263364,0.42902207,-0.47724974,0,0.33016658890788175,"{""type"":""MultiPoint"",""coordinates"":[]}"
1308,0.0353,0.0249,0.0602,0.0982,0.0932,0.0477,0.4762154,-0.15449099,-0.32292408,0.35641226,0,0.24755665295301332,"{""type"":""MultiPoint"",""coordinates"":[]}"
1309,0.0153,0.015,0.0376,0.0612,0.0467,0.0086,0.5665962,0.32727274,-0.67241377,0.73333335,0,0.28867528740848025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1310,0.0143,0.013,0.0184,0.0316,0.0222,0.0197,0.35915494,-0.17560078,-0.008992793,0.18257262,0,0.6350052895124019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1311,0.15560001,0.0869,0.0461,0.06115,0.0553,0.1207,-0.4617736,0.13884552,0.32625228,-0.27163064,0,0.2656993003603312,"{""type"":""MultiPoint"",""coordinates"":[]}"
1312,0.021,0.01675,0.0276,0.04055,0.04305,0.02115,0.31363127,-0.017875718,-0.33626732,0.30173993,0,0.7731963488853264,"{""type"":""MultiPoint"",""coordinates"":[]}"
1313,0.020750001,0.0171,0.03975,0.07755,0.0471,0.01455,0.44933808,0.11661485,-0.49354967,0.6417019,0,0.8435331823550181,"{""type"":""MultiPoint"",""coordinates"":[]}"
1314,0.05625,0.0387,0.0362,0.06555,0.0412,0.01475,0.07891401,0.5346907,-0.52974445,0.6686603,0,0.7285764289462393,"{""type"":""MultiPoint"",""coordinates"":[]}"
1315,0.0222,0.0163,0.0274,0.0408,0.0412,0.0534,0.3313162,-0.369863,0.06580643,-0.08426395,0,0.996452699111207,"{""type"":""MultiPoint"",""coordinates"":[]}"
1316,0.05195,0.03015,0.0248,0.040200002,0.04145,0.05085,-0.12760933,0.053413495,0.11434972,-0.07477305,0,0.637512927260793,"{""type"":""MultiPoint"",""coordinates"":[]}"
1317,0.0277,0.0224,0.071,0.1212,0.0874,0.0362,0.6309127,-0.07992895,-0.39293137,0.52679735,0,0.4464509132528196,"{""type"":""MultiPoint"",""coordinates"":[]}"
1318,0.13505,0.0747,0.03735,0.05685,0.0464,0.104100004,-0.39760572,0.13955113,0.3879389,-0.27008542,0,0.8138380913896152,"{""type"":""MultiPoint"",""coordinates"":[]}"
1319,0.049599998,0.0321,0.05055,0.07315,0.05985,0.03865,0.19645597,0.12000015,-0.23203173,0.34523565,0,0.286577832840908,"{""type"":""MultiPoint"",""coordinates"":[]}"
1320,0.0139,0.0133,0.0291,0.043,0.0336,0.0029,0.50435627,0.66844916,-0.7882883,0.8654292,0,0.06250718172915337,"{""type"":""MultiPoint"",""coordinates"":[]}"
1321,0.2482,0.15305,0.1037,0.14629999,0.1566,0.41000003,-0.26140654,-0.23563631,0.43831128,-0.46227238,0,0.5582248908318443,"{""type"":""MultiPoint"",""coordinates"":[]}"
1322,0.02215,0.01635,0.03435,0.0598,0.05375,0.0284,0.41655323,-0.14026095,-0.3051261,0.3548999,0,0.6205248528442137,"{""type"":""MultiPoint"",""coordinates"":[]}"
1323,0.17255,0.098,0.0452,0.08475,0.07415,0.36400002,-0.35391346,-0.36500973,0.6610027,-0.62280434,0,0.24822861371126048,"{""type"":""MultiPoint"",""coordinates"":[]}"
1324,0.0394,0.027,0.02205,0.03175,0.0282,0.04155,-0.11187147,0.035493705,0.08778493,-0.038694963,0,0.3007552261202997,"{""type"":""MultiPoint"",""coordinates"":[]}"
1325,0.019749999,0.0166,0.04465,0.07685,0.0526,0.00615,0.5942539,0.4778481,-0.78130245,0.8494026,0,0.33804005774949697,"{""type"":""MultiPoint"",""coordinates"":[]}"
1326,0.0197,0.0131,0.0637,0.0898,0.0797,0.0488,0.6328052,-0.36057693,-0.24502403,0.27310926,0,0.6284848261664672,"{""type"":""MultiPoint"",""coordinates"":[]}"
1327,0.0222,0.018,0.0486,0.0836,0.0725,0.0368,0.5410591,-0.24745765,-0.31343284,0.37618548,0,0.25561413917379827,"{""type"":""MultiPoint"",""coordinates"":[]}"
1328,0.0181,0.0138,0.0263,0.04,0.0424,0.0212,0.37261695,-0.026022295,-0.30397728,0.31082982,0,0.2549745076973462,"{""type"":""MultiPoint"",""coordinates"":[]}"
1329,0.2039,0.11905,0.0553,0.081599995,0.079,0.18085,-0.43145537,0.07758514,0.3798234,-0.36449602,0,0.51062280639191,"{""type"":""MultiPoint"",""coordinates"":[]}"
1330,0.018,0.01425,0.0332,0.0511,0.0518,0.0282,0.5037528,-0.19308972,-0.28956348,0.27904773,0,0.030989161335494564,"{""type"":""MultiPoint"",""coordinates"":[]}"
1331,0.088599995,0.0442,0.025,0.038500004,0.0378,0.053,-0.38598254,0.24640056,0.1196291,-0.12752232,0,0.7286166752339309,"{""type"":""MultiPoint"",""coordinates"":[]}"
1332,0.0412,0.0285,0.0678,0.1172,0.083,0.0436,0.4875228,-0.016806733,-0.3133882,0.4732062,0,0.8047968122151745,"{""type"":""MultiPoint"",""coordinates"":[]}"
1333,0.02675,0.01955,0.0343,0.0595,0.05375,0.03435,0.3700395,-0.14842212,-0.20289268,0.23890944,0,0.6332009827924898,"{""type"":""MultiPoint"",""coordinates"":[]}"
1334,0.01795,0.0147,0.0344,0.0583,0.0543,0.02795,0.4785565,-0.18065056,-0.3107139,0.35279968,0,0.16468828333226293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1335,0.02095,0.0166,0.0372,0.07335,0.0465,0.0194,0.42289475,0.068981804,-0.4600682,0.6177708,0,0.7909203572235723,"{""type"":""MultiPoint"",""coordinates"":[]}"
1336,0.122,0.0621,0.0318,0.0567,0.0404,0.2664,-0.36995158,-0.37200737,0.72864324,-0.649635,0,0.3272609818768055,"{""type"":""MultiPoint"",""coordinates"":[]}"
1337,0.2424,0.1691,0.0789,0.1148,0.1344,0.3436,-0.38108042,-0.14605065,0.4260547,-0.49821153,0,0.9158235022936007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1338,0.01835,0.013,0.02695,0.0372,0.03185,0.02725,0.2636062,-0.15521365,-0.042045183,0.1168607,0,0.7991791642864867,"{""type"":""MultiPoint"",""coordinates"":[]}"
1339,0.0206,0.016,0.0252,0.0375,0.0398,0.0394,0.2883031,-0.31827515,-0.026315782,-0.010256393,0,0.7096181071603954,"{""type"":""MultiPoint"",""coordinates"":[]}"
1340,0.1479,0.0786,0.0379,0.066,0.0581,0.1254,-0.38752785,0.07335328,0.3383784,-0.27431902,0,0.9816712171392703,"{""type"":""MultiPoint"",""coordinates"":[]}"
1341,0.03955,0.02645,0.0257,0.0385,0.04155,0.0342,0.0072221286,0.008619396,-0.035685375,0.019763675,0,0.5357724003284218,"{""type"":""MultiPoint"",""coordinates"":[]}"
1342,0.19635001,0.11065,0.0563,0.09325,0.0962,0.36360002,-0.35643277,-0.2908255,0.576078,-0.5850559,0,0.004214995947596445,"{""type"":""MultiPoint"",""coordinates"":[]}"
1343,0.0249,0.0217,0.0404,0.07655,0.04665,0.0178,0.42585084,0.094934896,-0.4469881,0.5925047,0,0.02765892142076909,"{""type"":""MultiPoint"",""coordinates"":[]}"
1344,0.01925,0.01595,0.03365,0.0661,0.04035,0.01135,0.512831,0.24674053,-0.58329576,0.7122586,0,0.5253218069457785,"{""type"":""MultiPoint"",""coordinates"":[]}"
1345,0.01675,0.0146,0.03525,0.0701,0.0595,0.012250001,0.6019782,0.049903564,-0.6328576,0.6692698,0,0.2958036717627758,"{""type"":""MultiPoint"",""coordinates"":[]}"
1346,0.02235,0.0176,0.0243,0.03895,0.0389,0.0187,0.2659357,0.09585872,-0.3575151,0.33581161,0,0.9212580142208838,"{""type"":""MultiPoint"",""coordinates"":[]}"
1347,0.0235,0.0176,0.0229,0.0381,0.0386,0.0349,0.24907063,-0.19881302,-0.08261406,0.076288685,0,0.5497166829421766,"{""type"":""MultiPoint"",""coordinates"":[]}"
1348,0.1588,0.0895,0.037,0.0544,0.0434,0.0717,-0.47767642,0.37181336,0.2429816,-0.123861596,0,0.6173005984051196,"{""type"":""MultiPoint"",""coordinates"":[]}"
1349,0.085099995,0.045,0.04755,0.0895,0.0635,0.2458,0.005226635,-0.45246038,0.59013456,-0.4671332,0,0.5945805339607482,"{""type"":""MultiPoint"",""coordinates"":[]}"
1350,0.0616,0.0427,0.025,0.04335,0.0333,0.0965,-0.1933969,-0.10882292,0.48951668,-0.40783966,0,0.3987117681730047,"{""type"":""MultiPoint"",""coordinates"":[]}"
1351,0.019,0.0159,0.0273,0.0396,0.0396,0.0214,0.32222223,0.024793398,-0.33950615,0.28428093,0,0.6089524729202556,"{""type"":""MultiPoint"",""coordinates"":[]}"
1352,0.017,0.016,0.01945,0.03265,0.0232,0.01915,0.34694389,-0.077250004,-0.057250056,0.26281473,0,0.43064247226240104,"{""type"":""MultiPoint"",""coordinates"":[]}"
1353,0.0199,0.0141,0.0634,0.094,0.0749,0.0652,0.63380283,-0.4519104,-0.14066498,0.16489877,0,0.1741780236601007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1354,0.22855,0.13855,0.0438,0.078999996,0.06845,0.29135,-0.50871956,-0.1111226,0.62251776,-0.5811808,0,0.558273346442825,"{""type"":""MultiPoint"",""coordinates"":[]}"
1355,0.0162,0.0157,0.0384,0.0598,0.0425,0.0048,0.54138917,0.43859646,-0.68025076,0.8081301,0,0.7178541313820922,"{""type"":""MultiPoint"",""coordinates"":[]}"
1356,0.31120002,0.2232,0.1126,0.15169999,0.2024,0.3254,-0.3512812,-0.020243771,0.23964359,-0.36642903,0,0.9563761136557702,"{""type"":""MultiPoint"",""coordinates"":[]}"
1357,0.0202,0.0147,0.03765,0.075,0.0645,0.0186,0.58515567,-0.0012159754,-0.5401066,0.59261054,0,0.013472686583678395,"{""type"":""MultiPoint"",""coordinates"":[]}"
1358,0.096300006,0.055,0.0265,0.045500003,0.0413,0.1075,-0.33862677,-0.045756087,0.42150414,-0.36971766,0,0.7589865663187401,"{""type"":""MultiPoint"",""coordinates"":[]}"
1359,0.0186,0.0144,0.0705,0.105100006,0.08835,0.051299997,0.6882119,-0.39727408,-0.28054374,0.331288,0,0.998217593514102,"{""type"":""MultiPoint"",""coordinates"":[]}"
1360,0.02175,0.01745,0.0248,0.04215,0.0419,0.03055,0.2681092,-0.15181455,-0.16379388,0.15507074,0,0.6464134972810219,"{""type"":""MultiPoint"",""coordinates"":[]}"
1361,0.2978,0.2008,0.0864,0.12,0.1494,0.3416,-0.44077668,-0.03568371,0.38292873,-0.47350854,0,0.5064214213892356,"{""type"":""MultiPoint"",""coordinates"":[]}"
1362,0.0318,0.0217,0.0316,0.0544,0.0504,0.048,0.2858086,-0.22770564,-0.0051493123,0.019841237,0,0.9956612785099186,"{""type"":""MultiPoint"",""coordinates"":[]}"
1363,0.1352,0.0719,0.0414,0.074,0.0566,0.198,-0.2960894,-0.18847542,0.5579384,-0.47385892,0,0.058994313581545166,"{""type"":""MultiPoint"",""coordinates"":[]}"
1364,0.0163,0.01225,0.02315,0.038549997,0.03575,0.0225,0.37475386,-0.14412065,-0.23731656,0.24036798,0,0.1838308584556433,"{""type"":""MultiPoint"",""coordinates"":[]}"
1365,0.022300001,0.01645,0.0375,0.0715,0.06415,0.0205,0.50177443,-0.058459956,-0.47518137,0.5277722,0,0.0745594769338942,"{""type"":""MultiPoint"",""coordinates"":[]}"
1366,0.1999,0.11995,0.05285,0.0873,0.08535,0.3448,-0.39127707,-0.2610175,0.6059424,-0.59789985,0,0.7074584848318606,"{""type"":""MultiPoint"",""coordinates"":[]}"
1367,0.02805,0.02465,0.0387,0.0714,0.0421,0.01525,0.39124104,0.15517505,-0.4939122,0.63623697,0,0.78937563953881,"{""type"":""MultiPoint"",""coordinates"":[]}"
1368,0.03195,0.0202,0.03435,0.052150004,0.05285,0.06095,0.2410742,-0.3019376,0.084161624,-0.0548335,0,0.17103258173271307,"{""type"":""MultiPoint"",""coordinates"":[]}"
1369,0.0372,0.02425,0.0246,0.0411,0.0392,0.0361,0.07066028,-0.02701218,-0.023829939,0.06085196,0,0.7483272300460798,"{""type"":""MultiPoint"",""coordinates"":[]}"
1370,0.0257,0.01805,0.0287,0.0486,0.04395,0.0343,0.2948299,-0.1620774,-0.08103693,0.13372754,0,0.8851051980209791,"{""type"":""MultiPoint"",""coordinates"":[]}"
1371,0.0192,0.0149,0.041,0.0618,0.06285,0.04085,0.5094989,-0.32066593,-0.1935771,0.18408698,0,0.6668596631595275,"{""type"":""MultiPoint"",""coordinates"":[]}"
1372,0.028500002,0.0211,0.0277,0.04135,0.04225,0.02865,0.19746636,-0.001231525,-0.2672068,0.2533321,0,0.29991864699221904,"{""type"":""MultiPoint"",""coordinates"":[]}"
1373,0.0141,0.0125,0.0198,0.0327,0.0246,0.0107,0.30364874,0.26057908,-0.40415704,0.4798387,0,0.4140125850073796,"{""type"":""MultiPoint"",""coordinates"":[]}"
1374,0.017949998,0.0147,0.069,0.105399996,0.0884,0.0491,0.65905577,-0.40053767,-0.24858576,0.26729912,0,0.14158434666945652,"{""type"":""MultiPoint"",""coordinates"":[]}"
1375,0.1653,0.0958,0.0453,0.075,0.064,0.2402,-0.37472478,-0.17903335,0.57819223,-0.5191945,0,0.07785209789343228,"{""type"":""MultiPoint"",""coordinates"":[]}"
1376,0.03185,0.0207,0.05455,0.093899995,0.08275,0.047799997,0.48000357,-0.18576688,-0.25589442,0.31262028,0,0.7448549284658085,"{""type"":""MultiPoint"",""coordinates"":[]}"
1377,0.0398,0.02395,0.0741,0.12529999,0.0948,0.0506,0.5170286,-0.09250573,-0.3272705,0.44323906,0,0.5316006312198936,"{""type"":""MultiPoint"",""coordinates"":[]}"
1378,0.07185,0.0416,0.04515,0.068,0.05295,0.0605,-0.021198025,0.08355247,0.122795895,0.004574913,0,0.4940800624838848,"{""type"":""MultiPoint"",""coordinates"":[]}"
1379,0.0353,0.0249,0.0588,0.0956,0.0924,0.0572,0.46251053,-0.21719953,-0.2393617,0.26666668,0,0.11965568079748956,"{""type"":""MultiPoint"",""coordinates"":[]}"
1380,0.05635,0.0347,0.0502,0.0808,0.05455,0.041249998,0.16749807,0.17864367,-0.116133876,0.33849964,0,0.34208551558397027,"{""type"":""MultiPoint"",""coordinates"":[]}"
1381,0.030749999,0.02155,0.0242,0.03835,0.03845,0.0241,0.11793413,0.0652299,-0.20526469,0.20394085,0,0.3007548129470965,"{""type"":""MultiPoint"",""coordinates"":[]}"
1382,0.0284,0.0211,0.02645,0.03785,0.0278,0.0317,0.14601624,-6.25556E-4,-0.11346955,0.23286682,0,0.9948134428778336,"{""type"":""MultiPoint"",""coordinates"":[]}"
1383,0.2532,0.1539,0.0516,0.0838,0.0822,0.354,-0.5030576,-0.13473108,0.5989364,-0.617212,0,0.11976788409274275,"{""type"":""MultiPoint"",""coordinates"":[]}"
1384,0.0216,0.01795,0.03735,0.0723,0.04675,0.0216,0.38460702,0.057818994,-0.39801311,0.56332785,0,0.35160498696690634,"{""type"":""MultiPoint"",""coordinates"":[]}"
1385,0.0712,0.0542,0.0262,0.0485,0.0411,0.0366,-0.13426852,0.31906974,-0.091397874,0.16162671,0,0.7791621318150589,"{""type"":""MultiPoint"",""coordinates"":[]}"
1386,0.0158,0.01415,0.02775,0.04125,0.03745,0.0241,0.3612571,-0.13387299,-0.26811787,0.25054038,0,0.04501592537820531,"{""type"":""MultiPoint"",""coordinates"":[]}"
1387,0.0297,0.02,0.02705,0.035400003,0.0393,0.03075,0.10613719,-0.014418223,-0.11843172,0.074708074,0,0.996466593579708,"{""type"":""MultiPoint"",""coordinates"":[]}"
1388,0.1285,0.0669,0.0303,0.04845,0.04075,0.1677,-0.4488006,-0.1405308,0.5869438,-0.5351964,0,0.016045012547985738,"{""type"":""MultiPoint"",""coordinates"":[]}"
1389,0.2015,0.1406,0.07835,0.118200004,0.1273,0.36940002,-0.30353257,-0.2671354,0.4642271,-0.5120411,0,0.7157318248801079,"{""type"":""MultiPoint"",""coordinates"":[]}"
1390,0.016849998,0.0139,0.02555,0.03915,0.0391,0.0288,0.40778986,-0.29524976,-0.20614524,0.15224645,0,0.32093839721500583,"{""type"":""MultiPoint"",""coordinates"":[]}"
1391,0.029,0.0215,0.0583,0.1158,0.0825,0.1459,0.59550565,-0.59967715,0.18213663,-0.06803801,0,0.7242170118666271,"{""type"":""MultiPoint"",""coordinates"":[]}"
1392,0.1264,0.0658,0.0404,0.0675,0.0584,0.1614,-0.32105264,-0.12513074,0.45078653,-0.4094488,0,0.3082361308044166,"{""type"":""MultiPoint"",""coordinates"":[]}"
1393,0.01955,0.0146,0.0229,0.0347,0.03,0.049500003,0.27968925,-0.3658909,0.16394354,-0.11763609,0,0.10304209198189862,"{""type"":""MultiPoint"",""coordinates"":[]}"
1394,0.02575,0.02065,0.03255,0.0679,0.04385,0.01985,0.3384082,0.18616079,-0.4245573,0.59322065,0,0.9431059488116509,"{""type"":""MultiPoint"",""coordinates"":[]}"
1395,0.0277,0.02035,0.0362,0.0747,0.0485,0.024,0.36509967,0.06417317,-0.3375431,0.49091443,0,0.787739833819014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1396,0.02325,0.01965,0.0287,0.0426,0.04475,0.02225,0.31031337,0.04329307,-0.32047886,0.3135752,0,0.6087893161600588,"{""type"":""MultiPoint"",""coordinates"":[]}"
1397,0.01265,0.01135,0.03365,0.05505,0.0436,0.00955,0.5999578,0.2393888,-0.5523016,0.63704944,0,0.3348052249006852,"{""type"":""MultiPoint"",""coordinates"":[]}"
1398,0.0211,0.01895,0.0343,0.0668,0.03995,0.01425,0.43983012,0.21453089,-0.47823447,0.6246011,0,0.3966949370564298,"{""type"":""MultiPoint"",""coordinates"":[]}"
1399,0.1792,0.1163,0.0267,0.039,0.0349,0.0808,-0.62261015,0.37405732,0.41520467,-0.35008374,0,0.8544529087483558,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400,0.1198,0.0622,0.0396,0.0681,0.0555,0.1777,-0.27555788,-0.19586048,0.5116473,-0.43330702,0,0.28076545364354377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1401,0.036,0.0206,0.026,0.0409,0.0402,0.0371,0.07789963,-0.030732851,-0.031088086,-0.0067659137,0,0.11494621924962867,"{""type"":""MultiPoint"",""coordinates"":[]}"
1402,0.0176,0.0145,0.02845,0.048699997,0.04355,0.0246,0.4659785,-0.15357144,-0.27008352,0.2844977,0,0.6144926979781609,"{""type"":""MultiPoint"",""coordinates"":[]}"
1403,0.0447,0.03135,0.05185,0.09385,0.0832,0.048100002,0.32879794,-0.019940926,-0.24250102,0.31244838,0,0.8605890467402872,"{""type"":""MultiPoint"",""coordinates"":[]}"
1404,0.0193,0.0142,0.022,0.0384,0.0384,0.025,0.33840305,-0.12661502,-0.18238993,0.21921924,0,0.839790764893433,"{""type"":""MultiPoint"",""coordinates"":[]}"
1405,0.1524,0.0964,0.0433,0.0739,0.06665,0.2892,-0.37034607,-0.29073772,0.6239075,-0.5919905,0,0.19789162371867197,"{""type"":""MultiPoint"",""coordinates"":[]}"
1406,0.04695,0.0284,0.02345,0.0388,0.0398,0.04305,-0.042511046,0.022946242,0.036833446,-0.03778927,0,0.5078287526377977,"{""type"":""MultiPoint"",""coordinates"":[]}"
1407,0.1673,0.0929,0.0375,0.0572,0.0524,0.0984,-0.47211897,0.2347753,0.27863777,-0.24128504,0,0.2583172545927379,"{""type"":""MultiPoint"",""coordinates"":[]}"
1408,0.0178,0.0152,0.0251,0.0389,0.0413,0.0216,0.35072464,-0.017199034,-0.33425415,0.31353134,0,0.8634864405197807,"{""type"":""MultiPoint"",""coordinates"":[]}"
1409,0.0209,0.01725,0.0254,0.03965,0.0402,0.017749999,0.329251,0.14150353,-0.42564937,0.4239441,0,0.4164716912928309,"{""type"":""MultiPoint"",""coordinates"":[]}"
1410,0.0145,0.0135,0.0374,0.0698,0.0581,0.014,0.6415826,0.09333332,-0.58230954,0.6222222,0,0.09289896363869854,"{""type"":""MultiPoint"",""coordinates"":[]}"
1411,0.021499999,0.01695,0.02525,0.0405,0.0413,0.023,0.28189486,-0.012195121,-0.27767622,0.26985985,0,0.6643484487354835,"{""type"":""MultiPoint"",""coordinates"":[]}"
1412,0.0169,0.0145,0.03975,0.060050003,0.05635,0.0285,0.5353999,-0.21123609,-0.2982683,0.3351902,0,0.6494614628943904,"{""type"":""MultiPoint"",""coordinates"":[]}"
1413,0.038999997,0.0261,0.0495,0.100150004,0.0731,0.1327,0.4289608,-0.4994016,0.27439332,-0.15876551,0,0.4186945280164457,"{""type"":""MultiPoint"",""coordinates"":[]}"
1414,0.0554,0.0343,0.0223,0.0349,0.0388,0.0403,-0.19946809,0.14462808,0.057257008,-0.05660381,0,0.13140539979747867,"{""type"":""MultiPoint"",""coordinates"":[]}"
1415,0.0407,0.0288,0.0482,0.0682,0.07085,0.104100004,0.27072024,-0.41826946,0.18806548,-0.20620012,0,0.895281076560289,"{""type"":""MultiPoint"",""coordinates"":[]}"
1416,0.0257,0.01805,0.0287,0.0486,0.04395,0.0343,0.2948299,-0.1620774,-0.08103693,0.13372754,0,0.286829720904771,"{""type"":""MultiPoint"",""coordinates"":[]}"
